id,Покупательская активность,Тип сервиса,Разрешить сообщать,Маркет_актив_6_мес,Маркет_актив_тек_мес,Длительность,Акционные_покупки,Популярная_категория,Средний_просмотр_категорий_за_визит,Неоплаченные_продукты_штук_квартал,Ошибка_сервиса,Страниц_за_визит
216227,Прежний уровень,стандарт,нет,3.3,4,264,0.14,Косметика и аксесуары,4,1,5,12
216228,Прежний уровень,стандарт,да,4.0,5,371,0.14,Кухонная посуда,4,1,3,14
216229,Прежний уровень,стандарт,да,3.9,3,370,0.21,Товары для детей,2,2,4,12
216230,Прежний уровень,стандарт,да,3.5,4,823,0.24,Техника для красоты и здоровья,2,4,2,10
216231,Прежний уровень,премиум,да,5.4,3,888,0.13,Техника для красоты и здоровья,3,1,6,11
216232,Прежний уровень,стандарт,нет,5.5,4,582,0.21,Косметика и аксесуары,5,1,5,6
216233,Прежний уровень,премиум,да,3.9,4,1048,0.21,Техника для красоты и здоровья,3,0,6,14
216234,Прежний уровень,стандарт,да,3.6,3,490,0.13,Товары для детей,6,3,5,14
216235,Прежний уровень,премиум,нет,4.2,4,978,0.11,Кухонная посуда,2,0,2,5
216236,Прежний уровень,стандарт,да,5.8,5,602,0.17,Товары для детей,5,3,3,12
216237,Прежний уровень,стандарт,да,4.1,4,551,0.21,Мелкая бытовая техника и электроника,4,1,4,10
216238,Прежний уровень,стандарт,да,4.0,4,693,0.27,Кухонная посуда,3,0,5,4
216239,Прежний уровень,стандарт,да,3.9,5,154,0.17,Кухонная посуда,5,1,5,7
216240,Прежний уровень,стандарт,да,5.2,4,202,0.11,Мелкая бытовая техника и электроника,3,2,0,10
216241,Прежний уровень,премиум,да,6.1,3,668,0.17,Домашний текстиль,6,4,4,14
216242,Прежний уровень,стандарт,нет,4.9,5,1028,0.27,Техника для красоты и здоровья,2,2,6,8
216243,Прежний уровень,стандарт,да,3.3,5,812,0.11,Косметика и аксесуары,4,1,8,5
216244,Прежний уровень,премиум,нет,4.2,3,452,0.25,Косметика и аксесуары,4,2,4,10
216245,Прежний уровень,премиум,да,3.8,3,992,0.24,Кухонная посуда,2,1,8,15
216246,Прежний уровень,стандарт,нет,6.3,5,418,0.3,Товары для детей,5,2,3,13
216247,Прежний уровень,стандарт,да,5.4,5,149,0.24,Товары для детей,5,3,2,12
216248,Прежний уровень,премиум,да,3.5,4,935,0.24,Товары для детей,4,5,6,15
216249,Прежний уровень,премиум,нет,4.0,3,668,0.13,Товары для детей,5,1,2,9
216250,Прежний уровень,стандарт,да,4.4,5,869,0.13,Кухонная посуда,5,1,8,16
216251,Прежний уровень,стандарт,да,4.0,4,320,0.24,Мелкая бытовая техника и электроника,5,4,3,8
216252,Прежний уровень,премиум,да,4.3,3,1036,0.17,Товары для детей,4,2,2,4
216253,Прежний уровень,стандарт,да,4.2,3,930,0.21,Техника для красоты и здоровья,5,1,4,4
216254,Прежний уровень,премиум,да,4.4,4,1041,0.34,Кухонная посуда,4,1,3,5
216255,Прежний уровень,стандарт,нет,6.6,3,274,0.15,Домашний текстиль,5,0,4,9
216256,Прежний уровень,стандарт,да,4.0,3,698,0.23,Домашний текстиль,6,5,1,11
216257,Прежний уровень,стандарт,да,3.7,4,476,0.18,Товары для детей,4,1,5,8
216258,Прежний уровень,стандарт,нет,4.7,3,334,0.17,Косметика и аксесуары,3,2,4,9
216259,Прежний уровень,премиум,да,4.7,5,150,0.14,Товары для детей,3,1,5,20
216260,Прежний уровень,стандарт,нет,4.9,4,617,0.15,Товары для детей,3,2,6,7
216261,Прежний уровень,стандарт,да,4.1,5,591,0.21,Кухонная посуда,3,0,7,4
216262,Прежний уровень,стандарт,да,5.3,4,253,0.27,Косметика и аксесуары,2,2,7,10
216263,Прежний уровень,стандарт,да,4.6,4,456,0.23,Товары для детей,4,1,4,6
216264,Прежний уровень,стандарт,да,3.7,4,428,0.15,Товары для детей,5,4,6,7
216265,Прежний уровень,стандарт,да,4.2,3,846,0.3,Домашний текстиль,3,4,4,9
216266,Прежний уровень,премиум,нет,3.2,3,337,0.17,Кухонная посуда,3,1,3,8
216267,Прежний уровень,стандарт,нет,4.3,5,370,0.24,Техника для красоты и здоровья,5,1,6,8
216268,Прежний уровень,стандарт,да,4.1,4,327,0.19,Товары для детей,3,1,0,12
216269,Прежний уровень,стандарт,да,4.5,4,608,0.24,Техника для красоты и здоровья,5,1,2,11
216270,Прежний уровень,стандарт,нет,3.6,3,318,0.28,Домашний текстиль,5,2,6,10
216271,Прежний уровень,премиум,да,5.3,5,881,0.27,Кухонная посуда,3,1,1,6
216272,Прежний уровень,стандарт,нет,5.0,4,685,0.26,Товары для детей,3,5,0,8
216273,Прежний уровень,премиум,да,5.7,3,503,0.14,Товары для детей,6,1,4,9
216274,Прежний уровень,стандарт,да,4.7,4,423,0.25,Товары для детей,5,4,5,4
216275,Прежний уровень,премиум,да,5.1,4,855,0.13,Кухонная посуда,4,4,1,7
216276,Прежний уровень,премиум,да,6.3,5,925,0.13,Техника для красоты и здоровья,5,3,3,11
216277,Прежний уровень,стандарт,да,4.9,4,462,0.13,Мелкая бытовая техника и электроника,5,2,5,10
216278,Прежний уровень,стандарт,нет,5.7,4,391,0.16,Товары для детей,5,2,7,12
216279,Прежний уровень,премиум,нет,4.9,4,719,0.24,Домашний текстиль,2,1,5,7
216280,Прежний уровень,стандарт,да,6.6,4,374,0.17,Домашний текстиль,4,3,8,14
216281,Прежний уровень,стандарт,нет,4.1,4,677,0.25,Мелкая бытовая техника и электроника,3,3,5,9
216282,Прежний уровень,премиум,да,5.2,3,347,0.16,Техника для красоты и здоровья,3,1,3,11
216283,Прежний уровень,стандарт,нет,5.7,5,471,0.19,Косметика и аксесуары,4,2,4,8
216284,Прежний уровень,стандарт,да,4.4,3,778,0.21,Техника для красоты и здоровья,3,0,4,7
216285,Прежний уровень,стандарт,да,4.4,3,764,0.16,Косметика и аксесуары,4,0,5,7
216286,Прежний уровень,стандарт,нет,4.1,5,402,0.3,Техника для красоты и здоровья,4,1,7,6
216287,Прежний уровень,стандарт,да,4.0,3,773,0.18,Домашний текстиль,4,3,0,12
216288,Прежний уровень,стандарт,да,4.4,4,575,0.13,Мелкая бытовая техника и электроника,5,1,3,11
216289,Прежний уровень,стандарт,да,5.4,3,512,0.29,Домашний текстиль,3,4,4,10
216290,Прежний уровень,стандарт,да,3.9,5,466,0.2,Товары для детей,5,1,3,11
216291,Прежний уровень,стандарт,да,5.3,5,133,0.16,Косметика и аксесуары,5,5,3,11
216292,Прежний уровень,стандарт,да,5.9,4,397,0.17,Домашний текстиль,3,4,2,12
216293,Прежний уровень,премиум,да,4.4,4,866,0.17,Мелкая бытовая техника и электроника,3,1,6,12
216294,Прежний уровень,премиум,да,5.3,4,581,0.19,Косметика и аксесуары,4,1,3,9
216295,Прежний уровень,стандарт,нет,5.1,3,712,0.33,Мелкая бытовая техника и электроника,2,1,1,10
216296,Прежний уровень,стандарт,да,5.1,3,994,0.13,Товары для детей,4,3,1,7
216297,Прежний уровень,стандарт,нет,5.5,4,751,0.21,Косметика и аксесуары,2,3,4,3
216298,Прежний уровень,стандарт,да,5.8,4,567,0.28,Товары для детей,3,1,2,8
216299,Прежний уровень,стандарт,да,5.1,4,669,0.16,Товары для детей,4,1,4,6
216300,Прежний уровень,стандарт,да,3.7,4,714,0.26,Техника для красоты и здоровья,6,3,3,9
216301,Прежний уровень,премиум,да,3.9,5,410,0.2,Косметика и аксесуары,3,1,5,14
216302,Прежний уровень,стандарт,да,2.6,4,714,0.26,Товары для детей,2,0,5,9
216303,Прежний уровень,стандарт,да,4.2,5,624,0.18,Техника для красоты и здоровья,3,1,5,8
216304,Прежний уровень,стандарт,да,4.1,4,244,0.15,Товары для детей,2,2,4,10
216305,Прежний уровень,премиум,нет,4.9,4,508,0.14,Косметика и аксесуары,2,1,6,8
216306,Прежний уровень,премиум,да,3.8,4,370,0.21,Косметика и аксесуары,2,4,1,15
216307,Прежний уровень,премиум,да,3.3,4,488,0.13,Домашний текстиль,4,2,8,10
216308,Прежний уровень,премиум,да,4.7,4,974,0.24,Техника для красоты и здоровья,1,2,0,14
216309,Прежний уровень,стандарт,да,4.2,4,633,0.28,Техника для красоты и здоровья,2,3,4,9
216310,Прежний уровень,стандарт,да,5.8,4,396,0.27,Косметика и аксесуары,2,1,2,10
216311,Прежний уровень,стандарт,нет,4.4,4,250,0.17,Косметика и аксесуары,2,2,7,7
216312,Прежний уровень,стандарт,да,4.9,5,215,0.15,Домашний текстиль,2,5,5,8
216313,Прежний уровень,премиум,нет,4.2,4,639,0.3,Косметика и аксесуары,2,0,3,7
216314,Прежний уровень,премиум,да,5.5,5,269,0.21,Товары для детей,2,4,1,17
216315,Прежний уровень,стандарт,да,4.3,5,211,0.23,Косметика и аксесуары,1,1,5,6
216316,Прежний уровень,стандарт,да,3.3,4,564,0.19,Косметика и аксесуары,1,3,1,9
216317,Прежний уровень,стандарт,да,3.9,4,465,0.2,Мелкая бытовая техника и электроника,1,0,5,6
216318,Прежний уровень,премиум,да,3.9,5,1040,0.3,Косметика и аксесуары,2,3,5,14
216319,Прежний уровень,премиум,да,3.2,3,763,0.28,Домашний текстиль,1,1,3,17
216320,Прежний уровень,стандарт,да,4.3,5,951,0.3,Кухонная посуда,1,4,5,11
216321,Прежний уровень,стандарт,нет,4.3,5,544,0.23,Техника для красоты и здоровья,2,3,4,10
216322,Прежний уровень,премиум,да,5.7,4,918,0.3,Косметика и аксесуары,1,3,5,11
216323,Прежний уровень,стандарт,да,4.1,4,927,0.24,Домашний текстиль,2,5,4,11
216324,Прежний уровень,премиум,да,4.3,5,509,0.25,Мелкая бытовая техника и электроника,3,5,4,9
216325,Прежний уровень,стандарт,да,2.6,3,864,0.14,Домашний текстиль,2,1,4,12
216326,Прежний уровень,стандарт,нет,3.9,3,219,0.23,Мелкая бытовая техника и электроника,3,2,6,4
216327,Прежний уровень,стандарт,да,5.5,5,774,0.16,Косметика и аксесуары,2,1,0,7
216328,Прежний уровень,премиум,да,4.1,4,686,0.14,Техника для красоты и здоровья,2,3,2,10
216329,Прежний уровень,премиум,да,5.5,4,894,0.99,Техника для красоты и здоровья,4,0,7,11
216330,Прежний уровень,стандарт,нет,4.1,5,401,0.16,Техника для красоты и здоровья,1,2,3,17
216331,Прежний уровень,стандарт,да,4.2,4,470,0.23,Кухонная посуда,1,4,4,9
216332,Прежний уровень,стандарт,да,4.3,4,975,0.16,Товары для детей,2,2,8,8
216333,Прежний уровень,стандарт,да,4.4,5,449,0.23,Товары для детей,5,1,4,13
216334,Прежний уровень,премиум,да,6.1,3,1056,0.17,Домашний текстиль,2,3,7,8
216335,Прежний уровень,премиум,да,4.8,3,616,0.16,Техника для красоты и здоровья,3,2,2,11
216336,Прежний уровень,премиум,нет,5.5,3,618,0.95,Техника для красоты и здоровья,5,0,4,13
216337,Прежний уровень,стандарт,нет,3.7,3,638,0.13,Домашний текстиль,5,3,6,17
216338,Прежний уровень,стандарт,да,6.1,5,360,0.28,Техника для красоты и здоровья,5,3,6,9
216339,Прежний уровень,стандарт,нет,5.8,4,148,0.3,Косметика и аксесуары,3,2,8,3
216340,Прежний уровень,стандарт,да,4.9,3,854,0.99,Техника для красоты и здоровья,2,0,4,6
216341,Прежний уровень,стандарт,да,5.1,4,793,0.13,Домашний текстиль,5,1,3,12
216342,Прежний уровень,стандарт,нет,4.6,3,610,0.16,Косметика и аксесуары,3,0,3,19
216343,Прежний уровень,стандарт,да,5.5,4,327,0.17,Кухонная посуда,4,4,5,8
216344,Прежний уровень,премиум,да,4.7,4,597,0.12,Домашний текстиль,2,3,4,16
216345,Прежний уровень,премиум,да,4.4,4,1006,0.3,Мелкая бытовая техника и электроника,4,3,7,10
216346,Прежний уровень,стандарт,нет,4.0,4,282,0.14,Кухонная посуда,2,0,6,10
216347,Прежний уровень,премиум,да,5.4,3,491,0.15,Домашний текстиль,2,5,4,11
216348,Прежний уровень,стандарт,да,3.9,5,356,0.28,Мелкая бытовая техника и электроника,4,0,8,6
216349,Прежний уровень,стандарт,нет,5.5,4,341,0.16,Косметика и аксесуары,4,1,2,10
216350,Прежний уровень,стандарт,да,4.1,4,802,0.3,Кухонная посуда,2,3,6,9
216351,Прежний уровень,стандарт,да,5.3,4,378,0.23,Техника для красоты и здоровья,5,3,4,15
216352,Прежний уровень,стандарт,да,5.8,5,624,0.26,Кухонная посуда,2,3,7,8
216353,Прежний уровень,стандарт,да,4.1,4,795,0.3,Товары для детей,6,2,4,8
216354,Прежний уровень,стандарт,нет,6.1,5,823,0.25,Товары для детей,3,4,6,15
216355,Прежний уровень,стандарт,да,5.1,4,433,0.14,Товары для детей,4,1,4,9
216356,Прежний уровень,стандарт,да,5.5,4,1022,0.91,Мелкая бытовая техника и электроника,3,0,3,11
216357,Прежний уровень,стандарт,нет,4.1,4,184,0.99,Кухонная посуда,3,4,5,7
216358,Прежний уровень,премиум,да,4.1,4,835,0.13,Домашний текстиль,3,3,4,16
216359,Прежний уровень,стандарт,да,4.9,5,387,0.12,Кухонная посуда,4,1,6,7
216360,Прежний уровень,стандарт,нет,5.0,5,567,0.17,Косметика и аксесуары,3,2,4,17
216361,Прежний уровень,стандарт,нет,4.9,5,519,0.25,Косметика и аксесуары,3,0,9,9
216362,Прежний уровень,премиум,да,3.9,4,776,0.3,Товары для детей,3,1,3,8
216363,Прежний уровень,премиум,да,2.6,4,620,0.28,Товары для детей,3,2,7,8
216364,Прежний уровень,стандарт,нет,3.6,4,514,0.95,Товары для детей,4,4,5,13
216365,Прежний уровень,премиум,да,4.4,5,597,0.24,Товары для детей,3,5,4,15
216366,Прежний уровень,стандарт,да,3.7,5,368,0.11,Домашний текстиль,6,4,6,10
216367,Прежний уровень,премиум,да,4.6,3,568,0.28,Домашний текстиль,3,4,5,14
216368,Прежний уровень,премиум,да,4.3,4,1061,0.24,Домашний текстиль,5,2,6,16
216369,Прежний уровень,стандарт,да,4.3,4,779,0.25,Мелкая бытовая техника и электроника,3,3,8,4
216370,Прежний уровень,стандарт,нет,5.2,4,717,0.13,Кухонная посуда,2,3,5,9
216371,Прежний уровень,стандарт,нет,3.3,3,414,0.94,Домашний текстиль,2,1,5,9
216372,Прежний уровень,стандарт,нет,4.9,4,477,0.18,Товары для детей,4,2,2,14
216373,Прежний уровень,стандарт,да,4.2,4,651,0.12,Техника для красоты и здоровья,3,1,2,10
216374,Прежний уровень,стандарт,да,4.4,4,1024,0.27,Косметика и аксесуары,3,4,4,8
216375,Прежний уровень,стандарт,да,5.8,3,345,0.15,Кухонная посуда,5,1,2,7
216376,Прежний уровень,стандарт,нет,3.4,4,514,0.27,Техника для красоты и здоровья,3,2,5,6
216377,Прежний уровень,стандарт,да,4.1,4,553,0.95,Домашний текстиль,5,3,5,15
216378,Прежний уровень,премиум,да,5.7,3,636,0.14,Товары для детей,3,2,7,11
216379,Прежний уровень,премиум,да,3.3,4,827,0.25,Домашний текстиль,4,2,4,14
216380,Прежний уровень,стандарт,да,5.7,3,286,0.13,Мелкая бытовая техника и электроника,6,5,2,8
216381,Прежний уровень,стандарт,да,4.2,4,201,0.23,Мелкая бытовая техника и электроника,5,3,5,18
216382,Прежний уровень,премиум,нет,4.5,3,762,0.24,Товары для детей,5,0,3,8
216383,Прежний уровень,стандарт,да,4.3,5,748,0.95,Косметика и аксесуары,3,1,6,6
216384,Прежний уровень,стандарт,нет,3.2,3,973,0.11,Товары для детей,4,4,4,12
216385,Прежний уровень,стандарт,нет,3.9,5,789,0.94,Техника для красоты и здоровья,4,1,6,10
216386,Прежний уровень,стандарт,да,4.3,4,661,0.17,Мелкая бытовая техника и электроника,5,5,7,6
216387,Прежний уровень,стандарт,нет,4.0,4,478,0.21,Товары для детей,5,2,6,12
216388,Прежний уровень,стандарт,да,4.3,4,356,0.15,Кухонная посуда,3,2,4,6
216389,Прежний уровень,стандарт,да,4.9,4,592,0.21,Домашний текстиль,2,5,9,8
216390,Прежний уровень,стандарт,да,6.1,5,876,0.17,Товары для детей,3,3,5,8
216391,Прежний уровень,стандарт,нет,4.3,5,234,0.25,Косметика и аксесуары,4,2,5,8
216392,Прежний уровень,стандарт,да,4.6,5,356,0.17,Товары для детей,3,4,3,13
216393,Прежний уровень,премиум,да,3.5,4,435,0.24,Домашний текстиль,5,2,7,10
216394,Прежний уровень,стандарт,нет,4.7,3,440,0.12,Мелкая бытовая техника и электроника,4,2,4,10
216395,Прежний уровень,стандарт,да,3.9,4,475,0.3,Домашний текстиль,4,5,5,12
216396,Прежний уровень,премиум,да,5.4,4,723,0.15,Техника для красоты и здоровья,5,3,2,11
216397,Прежний уровень,стандарт,да,4.2,5,199,0.94,Товары для детей,4,2,6,4
216398,Прежний уровень,стандарт,нет,5.7,3,1010,0.15,Товары для детей,3,0,6,3
216399,Прежний уровень,стандарт,да,3.8,4,265,0.95,Техника для красоты и здоровья,5,2,1,12
216400,Прежний уровень,стандарт,да,5.0,3,1000,0.17,Мелкая бытовая техника и электроника,4,1,4,5
216401,Прежний уровень,стандарт,да,5.1,4,471,0.25,Домашний текстиль,3,3,4,8
216402,Прежний уровень,стандарт,да,4.9,3,378,0.17,Товары для детей,5,4,2,13
216403,Прежний уровень,стандарт,нет,3.7,4,596,0.15,Товары для детей,3,0,9,15
216404,Прежний уровень,премиум,да,5.5,5,776,0.18,Товары для детей,5,2,6,13
216405,Прежний уровень,стандарт,да,4.0,4,436,0.21,Мелкая бытовая техника и электроника,4,1,6,9
216406,Прежний уровень,стандарт,да,4.6,4,713,0.24,Мелкая бытовая техника и электроника,4,4,7,12
216407,Прежний уровень,стандарт,да,4.1,5,646,0.16,Техника для красоты и здоровья,6,3,6,8
216408,Прежний уровень,премиум,нет,4.9,4,424,0.3,Домашний текстиль,4,4,9,11
216409,Прежний уровень,премиум,да,4.8,4,425,0.25,Товары для детей,4,3,1,11
216410,Прежний уровень,премиум,да,4.8,3,939,0.11,Домашний текстиль,6,1,7,12
216411,Прежний уровень,стандарт,да,5.1,4,602,0.23,Товары для детей,2,2,8,9
216412,Прежний уровень,стандарт,да,5.5,3,847,0.11,Мелкая бытовая техника и электроника,5,1,5,4
216413,Прежний уровень,премиум,да,5.2,3,1032,0.95,Мелкая бытовая техника и электроника,3,5,2,11
216414,Прежний уровень,стандарт,нет,3.9,5,380,0.16,Товары для детей,3,1,3,5
216415,Прежний уровень,стандарт,да,4.7,4,536,0.16,Домашний текстиль,6,3,4,11
216416,Прежний уровень,премиум,да,5.3,3,784,0.17,Товары для детей,6,4,2,8
216417,Прежний уровень,премиум,да,4.6,3,485,0.23,Мелкая бытовая техника и электроника,2,5,7,13
216418,Прежний уровень,стандарт,нет,5.9,4,121,0.24,Товары для детей,3,2,0,14
216419,Прежний уровень,стандарт,да,5.3,4,889,0.28,Техника для красоты и здоровья,2,1,4,11
216420,Прежний уровень,стандарт,да,6.3,4,606,0.25,Косметика и аксесуары,2,5,1,9
216421,Прежний уровень,премиум,да,4.1,3,302,0.95,Товары для детей,2,2,2,6
216422,Прежний уровень,стандарт,да,5.2,5,726,0.25,Мелкая бытовая техника и электроника,4,5,6,12
216423,Прежний уровень,стандарт,да,4.4,3,280,0.17,Домашний текстиль,1,2,6,4
216424,Прежний уровень,премиум,да,4.4,4,993,0.17,Домашний текстиль,2,3,9,8
216425,Прежний уровень,стандарт,да,3.8,4,205,0.17,Техника для красоты и здоровья,2,3,8,17
216426,Прежний уровень,стандарт,нет,3.3,3,712,0.13,Домашний текстиль,2,0,7,8
216427,Прежний уровень,стандарт,да,3.9,5,513,0.3,Косметика и аксесуары,2,4,3,9
216428,Прежний уровень,стандарт,да,4.9,5,595,0.15,Кухонная посуда,2,1,1,11
216429,Прежний уровень,стандарт,да,5.7,4,509,0.26,Техника для красоты и здоровья,2,2,2,16
216430,Прежний уровень,стандарт,да,3.4,4,540,0.24,Товары для детей,1,3,5,10
216431,Прежний уровень,стандарт,да,3.8,5,275,0.17,Товары для детей,1,5,4,13
216432,Прежний уровень,премиум,да,3.5,4,844,0.24,Товары для детей,1,5,8,18
216433,Прежний уровень,стандарт,нет,4.0,3,788,0.23,Товары для детей,2,3,4,7
216434,Прежний уровень,премиум,да,5.3,3,724,0.15,Косметика и аксесуары,1,1,6,9
216435,Прежний уровень,премиум,да,5.8,4,190,0.3,Домашний текстиль,1,4,5,11
216436,Прежний уровень,стандарт,да,4.6,4,785,0.24,Мелкая бытовая техника и электроника,2,1,6,13
216437,Прежний уровень,стандарт,нет,3.3,5,517,0.25,Товары для детей,1,2,1,9
216438,Прежний уровень,стандарт,нет,4.8,4,460,0.2,Техника для красоты и здоровья,2,1,5,6
216439,Прежний уровень,стандарт,да,6.1,4,627,0.13,Мелкая бытовая техника и электроника,3,3,1,13
216440,Прежний уровень,стандарт,да,3.2,4,703,0.3,Мелкая бытовая техника и электроника,2,1,6,6
216441,Прежний уровень,стандарт,нет,4.1,4,136,0.3,Мелкая бытовая техника и электроника,3,4,3,10
216442,Прежний уровень,стандарт,да,3.8,4,907,0.13,Косметика и аксесуары,2,1,8,4
216443,Прежний уровень,стандарт,нет,4.8,4,322,0.17,Домашний текстиль,2,3,6,6
216444,Прежний уровень,премиум,да,5.7,5,423,0.28,Мелкая бытовая техника и электроника,4,2,6,15
216445,Прежний уровень,стандарт,да,4.9,5,307,0.99,Техника для красоты и здоровья,1,2,6,9
216446,Прежний уровень,стандарт,да,5.3,5,433,0.91,Техника для красоты и здоровья,1,1,0,7
216447,Прежний уровень,премиум,да,5.5,5,953,0.24,Домашний текстиль,2,2,4,14
216448,Прежний уровень,премиум,да,3.3,4,964,0.14,Домашний текстиль,4,3,8,6
216449,Прежний уровень,стандарт,да,3.6,4,618,0.24,Техника для красоты и здоровья,3,2,7,3
216450,Прежний уровень,стандарт,нет,6.1,3,372,0.16,Мелкая бытовая техника и электроника,3,3,6,10
216451,Прежний уровень,премиум,да,3.5,4,972,0.18,Мелкая бытовая техника и электроника,3,1,6,5
216452,Прежний уровень,стандарт,нет,4.6,3,238,0.11,Домашний текстиль,6,0,6,11
216453,Прежний уровень,стандарт,да,4.1,5,449,0.25,Товары для детей,4,4,3,13
216454,Прежний уровень,премиум,да,4.4,5,929,0.14,Кухонная посуда,5,1,6,7
216455,Прежний уровень,стандарт,нет,4.7,4,511,0.13,Товары для детей,2,3,7,12
216456,Прежний уровень,стандарт,да,5.5,3,868,0.14,Товары для детей,3,2,6,11
216457,Прежний уровень,стандарт,нет,5.7,4,259,0.14,Мелкая бытовая техника и электроника,4,1,4,10
216458,Прежний уровень,стандарт,да,5.5,4,739,0.28,Мелкая бытовая техника и электроника,3,0,6,9
216459,Прежний уровень,стандарт,да,3.9,4,539,0.13,Косметика и аксесуары,3,0,4,14
216460,Прежний уровень,стандарт,да,4.4,5,237,0.95,Техника для красоты и здоровья,4,3,4,4
216461,Прежний уровень,премиум,да,5.5,4,781,0.23,Косметика и аксесуары,3,1,6,9
216462,Прежний уровень,премиум,да,4.7,3,398,0.12,Товары для детей,2,5,3,15
216463,Прежний уровень,стандарт,да,3.9,5,175,0.99,Техника для красоты и здоровья,4,2,5,7
216464,Прежний уровень,стандарт,да,3.3,3,290,0.15,Кухонная посуда,3,2,2,9
216465,Прежний уровень,стандарт,да,4.9,4,739,0.17,Мелкая бытовая техника и электроника,5,1,4,4
216466,Прежний уровень,премиум,да,5.5,3,985,0.24,Домашний текстиль,5,4,4,13
216467,Прежний уровень,стандарт,да,4.1,3,564,0.28,Мелкая бытовая техника и электроника,3,0,4,9
216468,Прежний уровень,премиум,да,4.8,3,1008,0.28,Товары для детей,3,2,6,15
216469,Прежний уровень,стандарт,да,4.3,4,999,0.23,Домашний текстиль,4,0,4,10
216470,Прежний уровень,стандарт,да,4.3,5,522,0.3,Товары для детей,5,3,8,11
216471,Прежний уровень,премиум,да,3.9,4,1042,0.25,Товары для детей,2,1,6,10
216472,Прежний уровень,стандарт,да,3.8,4,767,0.14,Домашний текстиль,2,4,5,10
216473,Прежний уровень,стандарт,да,4.3,4,404,0.23,Кухонная посуда,4,2,5,8
216474,Прежний уровень,стандарт,да,4.0,3,445,0.26,Техника для красоты и здоровья,3,2,3,8
216475,Прежний уровень,стандарт,да,3.5,3,577,0.23,Техника для красоты и здоровья,3,0,4,11
216476,Прежний уровень,стандарт,да,5.0,4,648,0.16,Товары для детей,2,2,6,13
216477,Прежний уровень,стандарт,да,4.8,3,611,0.24,Домашний текстиль,5,4,0,10
216478,Прежний уровень,стандарт,да,2.6,3,461,0.91,Косметика и аксесуары,3,1,3,9
216479,Прежний уровень,стандарт,нет,4.4,3,219,0.15,Домашний текстиль,3,3,3,4
216480,Прежний уровень,стандарт,да,5.3,4,454,0.13,Мелкая бытовая техника и электроника,6,3,3,7
216481,Прежний уровень,премиум,да,4.4,5,862,0.17,Техника для красоты и здоровья,4,4,8,10
216482,Прежний уровень,стандарт,да,5.6,3,660,0.24,Домашний текстиль,5,3,4,9
216483,Прежний уровень,стандарт,нет,4.9,4,816,0.95,Мелкая бытовая техника и электроника,6,1,5,13
216484,Прежний уровень,стандарт,да,4.3,5,522,0.23,Техника для красоты и здоровья,4,2,3,4
216485,Прежний уровень,стандарт,да,4.1,4,335,0.21,Товары для детей,6,3,3,7
216486,Прежний уровень,премиум,да,2.6,4,346,0.24,Домашний текстиль,5,5,4,18
216487,Прежний уровень,стандарт,нет,4.3,3,718,0.24,Техника для красоты и здоровья,4,1,6,8
216488,Прежний уровень,стандарт,да,4.1,4,619,0.23,Товары для детей,6,1,1,13
216489,Прежний уровень,стандарт,да,6.6,3,796,0.21,Домашний текстиль,3,3,2,8
216490,Прежний уровень,стандарт,да,4.8,4,832,0.24,Мелкая бытовая техника и электроника,3,1,5,8
216491,Прежний уровень,стандарт,нет,5.5,4,291,0.13,Домашний текстиль,3,4,2,15
216492,Прежний уровень,стандарт,да,4.0,5,742,0.23,Техника для красоты и здоровья,3,2,5,3
216493,Прежний уровень,стандарт,да,5.3,4,129,0.21,Домашний текстиль,4,5,2,17
216494,Прежний уровень,премиум,да,5.1,3,1041,0.26,Кухонная посуда,2,0,2,4
216495,Прежний уровень,стандарт,нет,2.6,4,349,0.15,Мелкая бытовая техника и электроника,5,4,3,10
216496,Прежний уровень,стандарт,да,4.7,4,509,0.28,Косметика и аксесуары,3,2,4,11
216497,Прежний уровень,стандарт,да,4.1,4,220,0.16,Кухонная посуда,5,3,1,7
216498,Прежний уровень,стандарт,да,4.1,4,374,0.23,Товары для детей,4,2,5,11
216499,Прежний уровень,стандарт,да,4.0,3,923,0.95,Техника для красоты и здоровья,5,2,6,6
216500,Прежний уровень,стандарт,да,3.9,5,296,0.24,Косметика и аксесуары,4,4,3,11
216501,Прежний уровень,стандарт,да,4.1,4,311,0.28,Товары для детей,4,2,4,9
216502,Прежний уровень,премиум,да,4.3,4,902,0.16,Товары для детей,2,4,3,13
216503,Прежний уровень,стандарт,да,3.9,3,749,0.15,Косметика и аксесуары,4,0,4,6
216504,Прежний уровень,стандарт,да,3.3,4,482,0.2,Товары для детей,4,2,5,11
216505,Прежний уровень,стандарт,нет,5.9,4,617,0.16,Мелкая бытовая техника и электроника,2,3,5,10
216506,Прежний уровень,стандарт,да,5.1,4,893,0.14,Косметика и аксесуары,5,1,6,7
216507,Прежний уровень,стандарт,нет,3.7,3,595,0.91,Товары для детей,5,4,5,15
216508,Прежний уровень,стандарт,да,4.9,5,384,0.28,Техника для красоты и здоровья,6,0,3,8
216509,Прежний уровень,премиум,да,5.2,4,833,0.28,Товары для детей,5,1,8,15
216510,Прежний уровень,премиум,да,4.9,5,723,0.91,Мелкая бытовая техника и электроника,2,4,6,9
216511,Прежний уровень,стандарт,да,4.6,4,704,0.11,Домашний текстиль,4,4,5,10
