name,status
QuicklyChat,operating
Building Our Community,operating
SmartPay Jieyin,closed
Involution Studios,operating
Bonfire Wings,closed
InterEx,operating
Vector Fabrics,operating
Apricot Trees,closed
Checkd AS,operating
PARADIGM ENERGY GROUP,operating
PlayLab,operating
Megisto Systems,closed
NatureBank,closed
Oscar Tech,operating
Sunstone Communication Ltd,operating
Scream Entertainment,closed
Borrowing Magnolia,closed
Luminary Micro,closed
TrakTek 3D,closed
Parkifi,operating
Apollo Commercial Real Estate Finance,closed
Clothia,closed
Standing Egg,operating
Hotpathz Inc.,closed
City Sports,operating
Palkion,closed
FormFree,closed
WorkForEm,closed
ANDA Networks,operating
Woto,operating
Savi Technology,operating
BitStash,closed
Plasso Technology,operating
Ivycorp,operating
Shopper Concepts BV,closed
The Box,closed
Zelena Posta,operating
Classical Diary,operating
EnteGreat,operating
Property Partner,closed
PixSense,operating
ZALP,closed
enEvolv,operating
Innopower,closed
Why Science,closed
UnBuyThat,operating
Synergy Live International,operating
Mountvacation,operating
Modern Teacher,closed
Solidia Technologies,operating
InLive Interactive,closed
Christiana Care Health Systems,closed
Shoptizen,closed
Aggredyne,closed
Feasthouse On Wheels,operating
Villgro Innovation Marketing,operating
Nexidia,closed
Cord Project,operating
MsTRIAL Productions,closed
Pricify,closed
KiwiQA Services,operating
XO Communications,operating
Mineloader Software Co. Ltd,closed
Ploog,operating
T Dispatch,closed
Blue Apron,operating
IndianRaga,closed
KeepGo,operating
Simpathic,operating
B-Stock Solutions,closed
Integral Wave Technologies,closed
SentinelOne,closed
Applied Predictive Technologies,operating
BoxFox,closed
Aircell Holdings,operating
Form Devices,closed
MacroFab,closed
Mobile Industrial Robots,operating
"AutoWiser, LLC",closed
KF Beauty / KeraFiber,closed
Synap,closed
myWebRoom,closed
Wanderable,closed
UpSpring,closed
Harris Research,closed
agencyQ,closed
Simplr—Just for Campus,operating
AppTrigger,closed
Computer systems and software innovation group,closed
Cyclops MedTech Private Limited,operating
PromoFarma.com,operating
Newslines,closed
X2AI,operating
Solid State Beverages,operating
4Soils,operating
Minervax,closed
RedGage,operating
Primadiag,operating
Aveksa,operating
4Cable TV,operating
Topell Energy,operating
BioSilta,operating
Amadesa,closed
BookMyForex.com,closed
La Más Mona,closed
myCFO,operating
Phalanx Trade,closed
Violin Memory,closed
Homepage.com,operating
BookingSync,operating
Sotro,closed
Family Nation,closed
Patient Route Systems,operating
Gidsy,operating
Sundrop Farms,operating
RxApps,operating
"Opsonix, Inc.",operating
Sportamba,closed
Health2Works,operating
OptiSynx,closed
Ultra Electronics,operating
TokenOne,operating
Sprooki,closed
Iridescent Entertainment,operating
Bostan Research,operating
NI,closed
Knetwit Inc.,closed
Dine Market,closed
Merchant Exchange,closed
VeraLight,operating
Accelerated Pictures,closed
Comsys AB,closed
Housejoy,operating
PlanSoft Corporation,operating
Yappsa App Store,closed
InMage Systems,closed
PredictionIO,closed
ClickHome,operating
Xcalia,closed
Parsel.me,closed
Uber for Hiring,closed
FullPlateApp,operating
Whittl,operating
NeuCoin,operating
GeniusMatcher,closed
Oobedoo Ltd,operating
Konarka Technologies,closed
Hello Scout Inc.,operating
RealTargeting,operating
Pendo,operating
Holaira,operating
TRD Surfaces,operating
Rouge Reel,operating
SOOMLA,operating
Micronotes,closed
Piedmont Stone Center,closed
Wineta,closed
ROKT,closed
Slyde Holding S.A,operating
BidToTrip,operating
Intelligent Bio-Systems,closed
IndigoVision,closed
Molecular Formulations,operating
Second Half Playbook,closed
lululemon athletica,closed
117go,operating
Melophone,operating
Revee,closed
Pel30,operating
Buytech,operating
Microbonds,operating
sportif225,operating
Tissue Regeneration Systems,operating
uBank,operating
Menlo Security,operating
Budo Finder,operating
FEMA Guides,operating
Talkpush,closed
Vidimax,closed
Rebit,operating
qDatum,operating
TheShelf,operating
Thismoment,operating
AppSame,operating
BrieFix,closed
Sqore,closed
Zokos,operating
Amiato,closed
FST Biometrics,operating
Jajah,closed
BooRah,operating
Bodhicrew Services,operating
Peerspace,closed
ShareHows,operating
Astoria Road,operating
Local Food Lab,closed
Yunmake,closed
OZ Communications,closed
Innovative Surgical Designs,closed
Placester,closed
RENTISH,closed
GladFly,operating
ChipRewards,closed
Seatwave,operating
Sponsia,operating
WellAware,closed
Tru-Friends,closed
Eventus Software Pvt,closed
Typeform,closed
4-Tell,closed
Blue Focus PR Consulting,operating
Exosome Diagnostics,operating
Fantasmo Studios,closed
Quidsi,closed
Crimson Hexagon,operating
Luxe Energy,operating
Medsonix,operating
Codifique,operating
Avontec,operating
Advanced Mem-Tech,closed
Mobile Shareholder,operating
VisualXcript,closed
DDStocks,closed
CAREMAKER,closed
Cerephex,closed
Tellybean,closed
JG Real Estate,operating
LibreDigital,closed
Cloudistics,operating
Kespry Inc.,operating
SignaCert,operating
Nimaya,closed
LessonLab,closed
CompStak,operating
Labels That Talk,closed
MicroEdge,closed
SV Solar,operating
Sophono,operating
Spayee,closed
Load DynamiX,closed
"Aviso, Inc.",closed
GT Nexus,closed
Kyp,operating
VistaBee,operating
Global Cell Solutions,closed
DLC,operating
Cyberoad.com,closed
GeoGraffiti,operating
Metrosis Software Development,operating
Navita,operating
Jybe,operating
Stamped,operating
Wiper,closed
Level,operating
Natrix Separations,operating
Fanvibe,operating
sougou,closed
Nobex Radio,closed
ApnaPaisa,closed
Vantage Point Analytics,closed
GoInstant,closed
Adconion Media Group,operating
Instacoach,closed
CENX,closed
Fraxion,closed
"VASILY, Inc.",closed
Blitz Studios,operating
NoveltyLab,operating
Aislelabs,operating
ActiveCloud,closed
Minded,operating
Klozee,operating
Reveal Mobile,operating
Colu,operating
Macrotek,closed
EcoMotors,closed
Kliux Energies,operating
TareasPlus,closed
ZANY OX,closed
Ourglass,closed
VSoft,operating
StudioSnaps,closed
Goloo,operating
Preferred Spectrum Investments,closed
Louise Entreprises,closed
Grenville Strategic Royalty,operating
LIFESYNC HOLDINGS,operating
evOLED,closed
Iunika,closed
"ServusXchange, LLC",closed
Hire Space,closed
CorpU,operating
Aqwise,closed
Twiddly,closed
Wireless Fitness,closed
Speakermix,operating
raksul,operating
HAPILA GmbH,closed
Criterion Security,closed
NailSnaps,operating
Cine-tal Systems,closed
Triea Systems,operating
Goji,operating
Materialist,closed
Botlink,closed
Imperial College London,closed
Imperium Health Management,closed
PeopleMatter,operating
payByMobile,closed
TagCash,operating
Dynamics Expert,operating
Markr,operating
Feifei.com,closed
Orbital Traction,closed
CorTec,closed
Kodable,operating
"IntelliQuest Information Group, Inc",closed
InStitchu,closed
Fits.me,closed
Fibras Andinas Chile,closed
LogicLadder,closed
Accredible,closed
PagosOnLine,operating
OYO Sportstoys,operating
Optiva,operating
Futurpreneur,closed
New Wave Foods,operating
Bidz Direct,closed
Sunrun,operating
Admeld,closed
Open Learn,closed
Travee,closed
Multichannel,closed
Transition Therapeutics,operating
Sustainable Life Media,closed
Hoopz Planet Info,closed
Footmall,operating
invendo medical,operating
DistalMotion,closed
Movli,operating
SafeLogic,operating
Freedcamp,closed
Silverside Detectors Inc.,operating
SeeOn,closed
Listen Edition,closed
Gemvara.com,operating
Koduco,operating
Hackers/Founders,closed
HyperNumbers,closed
Veritas Collaborative,operating
FanTom Corp,closed
Birchstreet Systems,operating
Deep Casing Tools,closed
The Shock 3D Group,closed
re3D,closed
Hemera Biosciences,operating
Viragen,closed
Zee Learn,operating
Vontu,closed
Sports MatchMaker,operating
Bhang Chocolate Company,operating
Agrican,closed
My Perfect Gig,operating
Bazari,closed
280 North,operating
Vizu Corporation,operating
Flow State Media,closed
Myia,operating
Synoptek,closed
HiLo Tickets,closed
IPVision,operating
InnoPad,operating
TuringSense,closed
Scimitar Global Systems Corporation,closed
Blaze,operating
Taskhub,operating
YuanV,operating
ecomom,closed
Iguaz.io,closed
Guidance Software,closed
B-Obvious,operating
Lifefactory,operating
Meritage Hospitality Group,operating
Advision Media,operating
Mykonos Software,operating
Screenhero,closed
Upptalk,closed
Endocrine Technology,operating
TruMid Financial,closed
Fanly,operating
Manufacturers' Inventory,operating
Entelec Control Systems,closed
Iconic Translation Machines,closed
Naplyrics.com,operating
NetDevices,closed
Easy Solutions,closed
World Wide Premium Packers,closed
FoodShootr,closed
Siemens,operating
Digital Contact,operating
eddyson,closed
Aquinnah Pharmaceuticals,operating
MidWayz,closed
Bingo.com,closed
VillFarm,closed
Dashlane,closed
Renova Tu Vestidor,closed
Exakis,closed
Coinfloor,operating
3IS,closed
FreshPlanet,operating
Link Medicine,closed
MeterGenius,operating
CORDANT HEALTH SOLUTIONS,operating
Collibra,closed
DreamHighr,closed
Mobingi. Inc.,closed
Floop Technologies,closed
AlmondNet,closed
CloudAmbo®,closed
Lulu,operating
GreenBoxNY,closed
Camio,closed
Getonic,operating
99cloud,operating
Expandly,closed
Apax Group,operating
RadarChile,closed
Weixinhai,closed
ArtList,operating
CNE Productions,operating
Michigan Economic Development Corporation,operating
TwoTen,operating
Turbine Air Systems,operating
RPO,closed
DataMentors,operating
Concept3D,operating
HumansFirst Technology,closed
Xiplinx Technologies,operating
Ludi,closed
TV Volume Wizard App,operating
Mood Technology LTD.,closed
MYOS,operating
getExperts,operating
Trex Enterprises,operating
Cargo Cult Solutions,closed
Chaffee County Telecom,closed
Class Messenger,closed
Cake Technologies,closed
O Entregador,closed
Plum.io,operating
Neul,closed
Armor5,closed
Celula Inc.,operating
Three Stage Media,closed
EdRover,closed
The Dodo,operating
HubSpot,closed
Semler Scientific,operating
Altius Space Machines,operating
Guide,operating
WishLink,closed
Chilltime,closed
Chengdu Santai Electronics Industry,operating
Fast&Cheap,operating
Flowh,closed
Omni-ID,closed
Raizlabs,closed
iSites,operating
Apogenix,operating
Exec,closed
I2C Technologies,closed
Riviera Travel,closed
Drawbridge Networks,operating
MediaSilo,operating
beneSol,operating
My Digital Shield,closed
OffScale,operating
DogBuddy,closed
Borean Pharma,closed
Ease Central,operating
JAMF Software,operating
HealthPocket,closed
Rival Theory,operating
Innovalight,closed
"Vultr Holdings, LLC",closed
Cinario,operating
Amorini Panini Franchising,operating
Blomming,closed
BioMimetic Therapeutics,closed
GATHER & SAVE,operating
Torch Technologies,operating
Cream NYC,operating
Lyfepoints,operating
Mardil Medical,closed
Natural Restoration Partners,operating
Hidden Radio,closed
PathDrugomics,operating
CoreStar Financial Group,operating
Webgility,closed
Konnect Solutions,operating
Provigent,operating
Calnex Solutions,operating
MaxxAthlete,operating
Adpeps,closed
Audentes Therapeutics,operating
WalkHub,closed
Nouveaux Riche,closed
Incentive,closed
Card Player Media,operating
MoveMeant Illustr8ed,operating
ReserveOut,closed
Stockfuse,operating
Cybersource,closed
Conferize,operating
Sunovia,closed
Sow,operating
Kereos,closed
Cold Crate,operating
Terra Green Energy,closed
UXFLIP,operating
Li'veBargain,operating
PetCoach,closed
TOLTEC PHARMACEUTICALS,closed
Etacts,operating
Seren Photonics,operating
ONStor,operating
Farmers Business Network,operating
LaunchSide.com,closed
RCKTSHP,closed
Callvine,operating
Innovify,closed
Docitt,operating
HITLIST,operating
CloudEngage,operating
Locatrix Communications,operating
Campus Society,closed
Entrisphere,closed
CiraNova,operating
Vertical Point Solutions,operating
Clear-Cut Medical,closed
GamePress,closed
SherpaDesk,closed
Serene Oncology,closed
DIY,closed
Daily Aisle,operating
Jobrivet,operating
Waypoint Leasing Services,operating
Starline Promotions,operating
Cupenya,closed
Quincy Apparel,closed
Survature,operating
Decorative Hardware Inc,operating
ThinkCERCA,closed
TagMii,operating
Frequent Browser,closed
"Lojali, LLC",operating
ZipZap,operating
quip,closed
Myvillage,closed
Taggle,closed
Advanced Chip Express,closed
LiveRe,operating
Finario,operating
Deep Driver,closed
Massive,operating
"Solutionreach, Inc.",closed
Yoyo Wallet,operating
Bioniq Health,operating
UNIKO,operating
Glya,operating
My Table,closed
Nexi,operating
Frontierre,closed
Cryptocurrency Research Group,operating
Regalaton,closed
SIM Digital,operating
Sinnet,operating
Conductus,operating
Vitronet Group,closed
"Silverback Enterprise Group, Inc.",closed
Actifile,operating
KidsCanGiveToo,operating
Numerate,operating
Horizon Fuel Cell Technologies,closed
Validroid,closed
Easy Social Shop,operating
AccelOne,operating
TouchPal,operating
My Fit Foods,closed
s0cket,closed
Restorando,operating
Alive Juices,closed
Remini,closed
XtraInvestor Ltd,closed
Moodswing,operating
Meadow,closed
frestyl,operating
reportbrain,operating
Ixico,closed
ServiceTrade,closed
Atlas Guides,closed
Kickstarter,operating
Ponoko,closed
June Blackbox,operating
Padhaaro,closed
Nu-Med Plus,closed
17hats,closed
LeBUZZ,closed
Blink for iPhone and Android,operating
BABYBOOM.ru,closed
SportEasy,closed
Iono Pharma,closed
Polar OLED,closed
Medmark,closed
Brightcove K.K.,closed
Instablogs,closed
AReflectionOf Inc.,operating
Particle Computer GmbH,closed
Optio Labs,operating
Chevia,closed
SAFE ID Solutions,closed
GetQuik,operating
NicheStreem,operating
HireTeamMate,operating
HealthifyMe,operating
Vigor Pharma,closed
Creativit Studios,operating
Cadence Pharmaceuticals,operating
Cerenis Therapeutics,closed
Outreach,operating
everyStory,operating
TrelliSoft,operating
Tray,operating
Hoffmeister Leuchten,closed
BCAST,closed
Tap Tap LLC,closed
Paradigm Spine,operating
DueDil,operating
rPath,closed
Amerityre,operating
Virtual Incision Corp (VIC),closed
SLR Consulting,closed
Eferio,operating
GenQual Corporation,closed
Cambridge Quantum Computing Limited,closed
Peekaboo Mobile,closed
TrialScope,closed
Sendori,operating
Tapomat,closed
Smart Balloon,operating
Eagle Hill Exploration,operating
StepOne Health,operating
Lieberman Research Worldwide,operating
Daojia,operating
Wazzat,closed
sharing.it,operating
RedSocks,operating
for; to (do),operating
CorAssist,operating
ZingHR,closed
Cloud Nine Productions,operating
SPOOTNIC.COM,closed
DocDep,closed
Tapdaq,operating
Deliveree,operating
eMoneyUnion,closed
Ctrax,operating
Edupath,operating
Aivo,closed
Employee Benefit Solutions,operating
CTRLio,closed
Xerico Technologies,closed
BeCouply,closed
Decision Pace,operating
Fleet Entertainment Group,operating
AIT,operating
M-Taxi,operating
Perosphere,closed
GeoQuip,closed
Scan Man Auto Diagnostics,closed
Wananchi Group,closed
Ubercloud,operating
Azimo,operating
Luca Technologies,closed
Sanovia Corporation,closed
SnipSnap,closed
ArabHardware,operating
Contentment Ltd,closed
Cyan,closed
iOpener,closed
Honeywell,closed
Exony,operating
Fantasy Buzzer,closed
139shop,operating
Verimed,operating
Zerve,operating
Art of Click,operating
Eurotri,operating
Sigma Force,operating
3DR Laboratories,closed
Cook123,closed
SEEC AB,closed
Kalyra Pharmaceuticals,operating
Icinetic,closed
DateSalad,operating
AbleSky,operating
SpiceJet Limited,closed
SeatNinja,closed
Naia Pharmaceuticals,closed
RacerTimes,operating
BollingoBlog,operating
Green Valley Produce,operating
ClusterFlunk,closed
Women of Coffee,closed
Shortcut Labs,operating
iBlueOpen,closed
Greats,operating
EZ-Apps,closed
LiveHealthier,operating
Paperhater.com,closed
SalesOptimize,closed
"Ambition, Inc",operating
AirClic,operating
TheStreet,closed
Bia,closed
Verimatrix,closed
JUCEBOX Limited,closed
efw-suhl,closed
Clever PPC,closed
Jones Stephens,operating
Expa,closed
eReceipts,closed
The Bully Tracker,operating
Diomics,closed
Alim Innovations,closed
OurCart,closed
eTimesheets.com,closed
Simply Zesty,closed
IO.com,operating
Green Web Services,closed
Summit Research Labs,operating
"TWO CELLS Co.,Ltd",closed
Idibon,closed
XDC,closed
Pavlok,operating
Aetho,operating
Meelo Logic,operating
SolarOne Solutions,operating
Young Innovations,closed
MBio Diagnostics,operating
Aldera,operating
AdReady,operating
Targanta Therapeutics,closed
Joya Communications,closed
Abiquo Group,closed
Borqs,operating
Dnevnik,operating
Banno,closed
ClearSky Data,operating
Lulutrip,operating
"Pilot Software, Inc.",closed
Syscor,operating
PharmRight Corp,operating
Golden Star Resources,operating
Popdust,closed
BuyHappy,closed
Lion & Lion,operating
Monese,operating
Effector Therapeutics,operating
PortalVu,closed
Jungo Software,operating
OWNZONES Media Network,operating
FeeX,operating
ConceptoMed,operating
Drop,operating
Simple.TV,operating
CoWare,closed
OneBuild,closed
Sybari,closed
Ravenna Solutions,closed
Birdleaf,closed
Skwibl,operating
InvestNextDoor,operating
QuickoLabs,closed
Gapoon,operating
Celotor,closed
Dogecoin,closed
Cree,operating
Spreecast,operating
InVasc Therapeutics,operating
TestFreaks,closed
SprayCool,operating
SafeStore,closed
Fashinating,closed
Grand Perfecta,operating
Pharmaxis,operating
SUPR,closed
Bio-Intervention Specialists,operating
Questia Media,operating
ThinOptics,closed
Mango Reservations,operating
Qapital,closed
Heyday,closed
Eversnap,operating
Volaris Advisors,operating
Lob,closed
eCopy,operating
Artisan State,operating
APE Systems,operating
Eureka Genomics,closed
Rollad,closed
FitStar,operating
Integrated Development Enterprise,operating
Prose,closed
Joox,operating
Synclogue,operating
Audley Travel,closed
Optimal Solutions Integration,closed
Valopaa,closed
Wentworth Technology,closed
Otonomos,closed
UV Memory Care,operating
Cienaga Systems,closed
Dianxin,closed
Peeky,operating
GaN Systems,operating
Arrowlytics,closed
Water Generating Systems,closed
Cel-Fi by Nextivity,closed
SAFCell,closed
shopkick,closed
Evoinfinity,closed
Prosero,closed
Academica,operating
Thrill,closed
Advocate,operating
Champion Window,operating
Vital Health Data Solutions,closed
Turf Geography Club,operating
PA Semi,closed
Smart System Technologies,operating
SiriusDecisions,closed
Unkasoft Advergaming,operating
Pyreg,operating
AccessSportsMedia.com,operating
NomNom Insights,closed
CaseHub,closed
Visiple,operating
GeekStatus,closed
PactSafe,operating
ChatterBlock,closed
Saset Healthcare,operating
Publification Ltd,closed
MPIRICA Health Analytics,closed
VisuMotion,closed
Infinisource,closed
WINGIT,operating
Centerline Biomedical,closed
Viropro,operating
Groupoff,operating
WWW.JSTJOBS.COM,closed
Kreeda Games,operating
Widevine Technologies,operating
OnCirc Diagnostics,operating
EMISPHERE TECHNOLOGIES,closed
Revolution Medicines,operating
Firsthand,operating
Allset,operating
Pillow,operating
IVFXPERT,closed
Republic Project,closed
Go2mobi,closed
Oxford Phamascience Group,closed
Wireless Tech,operating
RetiDiag,closed
obopay,operating
Navatek Alternative Energy Technologies,operating
AgileNano,operating
Actiwave,operating
CHARLES & COLVARD LTD,operating
ZupCat,operating
ClearContext,operating
Billabong International,operating
Collabco,closed
Spotware Systems / cTrader,closed
Shopgate,operating
Commonplace Ventures,operating
apiOmat,operating
Medicine Bow Wind,closed
eMithilaHaat,operating
Deskdoo.com,closed
Browz,operating
Optimizely,closed
IKKOS,operating
Flipkart,closed
TeleSign Corporation,closed
Boston Medical Center,closed
Carolina Mountain Harvest,operating
Harmony Information Systems,closed
Ginger Software,operating
Tactus Technology,closed
BioCurity,closed
StrongLoop,closed
Ceragon Networks,closed
Health and Wealth Property Mnagement,operating
PiniOn,operating
Stio,closed
Halalati,operating
Medisse,closed
Revel,operating
Karo Internet,operating
Neurio Technology,operating
Egodeus,closed
Awdio,operating
Union Optech,closed
ThruComm,operating
Sensa.io,closed
FLEX,operating
UmaChaka Media,closed
Frichti,operating
Peso,closed
XTuit Pharmaceuticals,closed
Yatrus Analytics,operating
Ehang,operating
Ads Click,operating
ASC Information Technology,closed
"Waygum, Inc.",closed
Dapt,operating
Techfoo,closed
Anturis,closed
Caster Ventures,operating
JK BioPharma Solutions,closed
UnLtdWorld,operating
Accelerated IO,closed
Demand Media,closed
RoomsTonite,operating
CitySwag,operating
MachineryLink,closed
Twitter,operating
EthicsGame,operating
R&V,operating
Foodtoeat,closed
MOgene,operating
N2 Broadband,closed
Human Demand,closed
3TIER,closed
YAZUO,operating
Rotation Medical,operating
Custopharm,closed
Mercari,closed
CareCentrix,operating
DonorsPlay,closed
Zympi,closed
PressMatrix,operating
Vrvana,closed
Zassi Medical Evolutions,operating
Delos,closed
Emirates Biodiesel,operating
EssentialMarkets Inc,operating
I Do Venues,operating
TheSedge.org,operating
Adaptix Ltd,closed
Maeglin Software,operating
Medicine in Practice,operating
"IOTAS, Inc.",closed
Zoom,closed
Duxter,operating
OnHand,closed
SinoTech Group,operating
Shipu,closed
Zynergy Projects & Services,closed
"Apptis, Inc",closed
Motion Solutions,operating
GET IT Mobile,operating
ePACT Network,closed
Lemoptix,closed
Williamsburg Garment Company,closed
FanDistro,closed
Booksy,operating
Paperless Transaction Management,operating
BioPheresis,operating
Front Stream Payments,closed
Pellet-Art,closed
Sadbhav Infrastructure Projects,operating
Spendgo,closed
Sharely.Us,operating
mEgo,operating
Atlas Property Managment,closed
Casinity,operating
Grin Apps,closed
Sagent,operating
Novera Optics,closed
Athic Solutions,operating
Mobileye,operating
SaveOhno.org,operating
Tianjin GreenBio Materials,operating
MineralTree,operating
Titan Health & Security Technologies,closed
TrewCap,operating
Bridge International Academies,closed
P97 Networks,closed
Intellinote,operating
Netafim,closed
itravel,closed
Pango,operating
Local Motion,operating
CareParent,operating
mobalo GmbH,operating
Split Metrics,closed
Spotlight Surgical,closed
Keen Systems,operating
Divimove,operating
VideoSurf,closed
GameFly,operating
Bear State Technologies,operating
"ArgiNOx Phamaceuticals,Inc.",operating
SJS,operating
SPOTBY.COM,operating
Loccie,closed
StreetHawk,closed
Futuris.tk,closed
"SevOne, Inc.",operating
Clairvolex,closed
Definitive Healthcare,operating
AisleFinder,operating
EnerMotion,closed
SurePoint Medical,closed
BizBashFunding,operating
GigaTrust,closed
Magellan Spine Technologies,operating
Collectively,operating
Kidblog,closed
ReverbNation,operating
Level 5 Recycling,operating
YouLicense,closed
Ecinity,closed
Criers Podium,closed
Anomo,closed
As It Is,operating
Wriber,operating
iiMonde,operating
Aiotra,operating
Veristorm,operating
Farmivore,operating
ZeroPaper S/A,closed
Buzzd,operating
Deal Acceleration,operating
Cj Trik,closed
BlueSpace,operating
TellApart,closed
Coffee and Power,operating
Juvonex,operating
PeerReach,closed
Blaze.io,operating
eVropa,closed
Indigio,closed
Touchtown Inc.,operating
carpooling.com,operating
LiveAction,closed
Prime Focus,closed
UBIKOD,closed
Impel NeuroPharma,closed
Ontourcloud - touring app,operating
Fixy,closed
Style on Screen,operating
LibertyX,closed
Greentech Media,closed
Comsenz,closed
TrendU,operating
Styloosh,closed
Bioventus,operating
Stylr,closed
smartB,closed
Wellkeeper,operating
Perfocal,closed
TheBlogTV,operating
Tribogenics,closed
Modality,closed
Triogen Group,closed
weeSpring,closed
Videoflot,closed
Forest Chemical Group,closed
Graphite Software,closed
FounderSync,operating
Guzu,operating
LIBCAST,closed
Umweltech,closed
Infobitt,operating
Spartoo,closed
KONUX,operating
Kindred Prints,operating
CatchMe!,closed
Billetto,operating
zipMoney Payments,operating
Gumball,operating
Perspectum Diagnostics,operating
OMGPOP,operating
Naymit,operating
LooseHead Software,operating
Ikigünde.com,operating
Shanghai Electronic Certificate Authority Center,operating
Penn Truss Systems,closed
BRAIN,operating
MarketMuse,closed
TIM Group,operating
RELEASEIF,closed
DNA SEQ,closed
bookacoach,operating
Tikvah Therapeutics,operating
Stratasan,operating
Chumen Wenwen,operating
Findable.in,operating
Alea,operating
HemaSource,closed
Agorafy,operating
Small Act,closed
GeneNews,closed
Shakr Media,closed
Selphee,closed
Wise Connect,operating
Virtual Fairground,operating
Lift Labs,closed
Northwest Evaluation Association,closed
GeoVario,operating
Pushing Green,operating
Wellocities,closed
Akimbo Financial,closed
RECOMBINETICS,operating
Boxee,closed
tispr,closed
Telink,closed
Sekai Lab,closed
Solaria,closed
Broccol-e-games,closed
Unified Color,operating
Metric Medical Devices,operating
Intersperse,closed
Ziffi,closed
Recruitmax,closed
Fundraise.com,closed
Pandol Associates Marketing,closed
PubMatic,closed
Jooix,closed
Prestodiag,closed
The Earnest Research Company,closed
Between Digital,closed
Ritani,operating
Tagkast,closed
Foxtrot Code,closed
restorgenex corp,operating
netMedi,closed
Resonate Industries,closed
Dark Oasis Studios,operating
Six3,closed
Ebid.co.zw,operating
ResiModel,operating
Cemaphore Systems,closed
Enroute Systems,closed
Home Inventory S[pecialists,operating
Pathwright,closed
MIND C.T.I. Ltd,closed
Matt Pate,operating
Bountii,closed
disco volante,closed
Deskarma,operating
Evento,operating
HOTELbeat,operating
Axion BioSystems,operating
Gamaliel,closed
Aromyx,closed
Wannafun,operating
LiquidHub,operating
Yahoo!,operating
Zebra Medical Technologies,operating
SMT Rail Corp.,operating
Morningstar,closed
DuneNetworks,operating
Modria,operating
Migo.me,operating
Signal Patterns,closed
Shark Pond,operating
Favery,operating
Lanyon Meetings,operating
Progressive Beverages,operating
Serwis Prawa,operating
Treato,closed
ScreachTV,operating
Kitchon,closed
Atomicorp,operating
CleverAds,operating
World First,closed
CrossLoop,operating
DriveFactor,closed
Broker Better,operating
Avalon Global Solutions,operating
X1 Technologies,operating
Spika,operating
UA Tech Dev Foundation,operating
Evelo Therapeutics,operating
WindowsWear,operating
TinyLoot,closed
Osi Systems,closed
The Minerva Project,closed
Syzen Analytics,operating
Alpha Moda Lab,operating
Spaceport.io Inc.,closed
YuMingle,closed
AMP Credit Technologies,operating
Writer.ly,operating
Broadlane,operating
TuCreaz.com Application,operating
Mimosa,operating
Blooie,closed
Vendavo,operating
Garlik,closed
"ispace technologies, inc.",closed
Sporty.cz,closed
RevenueMax,closed
Coupofy,operating
Resolver,closed
Ampulse,operating
Survival Media,operating
Personal,closed
Chai Point,operating
Habiteo,operating
Everly,closed
PopJam,closed
MAG Interactive,closed
TeraOp Displays,operating
Siren Care IVS,operating
Ozura World,closed
Solaris Power Cells,closed
Cerora,operating
Playmaroo,operating
Roxro Pharma,operating
SphereUp,closed
Grameen Financial Services,closed
Lekan.com,operating
Warranty Life,closed
Inforgence Inc.,closed
Next Generation Dance,operating
Advanced Power Projects,closed
"Glimr, Inc.",closed
Art Circle,operating
Sportistic,operating
Coinalytics Co.,operating
Scilex Pharmaceuticals,closed
ArcadeMonk,operating
Letao,operating
Mid-America consulting Group,operating
Everyday Solutions,operating
Tripsourcing,closed
TimeLynes,operating
Nextwave Software,closed
ArtVenue,operating
Techpear,operating
Neovacs,operating
SourceDNA,operating
Liquid Scenarios,closed
The Interest Network,operating
CSRware,closed
OneTok,operating
Nerium Biotechnology,operating
Looxcie,operating
Performance Plants,operating
The Hut Group,closed
MK2Media,operating
Thirdlevel,closed
Upaid Systems,closed
Oso Technologies,operating
ROBOCOPP™,closed
"CollabRx, Inc.",operating
ABC Management,operating
igadget.asia,operating
Juhe.cn,closed
99Taxis,closed
Feedster,closed
Benissimo,operating
Patient Communicator,closed
Del Taco,closed
Xalud Therapeutics,closed
CWR Mobility,closed
Apiphany,closed
iTwixie,operating
Conventus Orthopaedics,closed
Talenthouse,operating
Merlin Diamonds,closed
ArthroCAD,operating
iWABOO Inc.,operating
AirDefense,operating
Selexagen Therapeutics,closed
My Pick Box,closed
Lingvist,closed
Appstarter,operating
Praccel,operating
GiveMeTap,closed
Skavengr,closed
Pedestal Networks,operating
North Palm Beach County Surgery Center,closed
Ajubeo,closed
Tap My Back - Employee Recognition,closed
One Block Off the Grid (1BOG),operating
IdeaPaint,operating
ContainerShip,closed
EBOOKAPLACE,operating
Nova Southeastern University,closed
BidFlyer,operating
Bilna,closed
Fetch Rewards,closed
AsicAhead,operating
DealBird,closed
VirtenSys,operating
Seedfuse,operating
V - Secure Technologies,closed
Aria Analytics,operating
Ynusitado Digital Marketing Intelligence,operating
Ringostat,closed
Envoy Therapeutics,operating
Head Held High,closed
Yoka,closed
iGov,operating
Book Buyback,closed
OneDoc,closed
FOVE,operating
Offsite Care Resources,closed
Texas Sustainable Energy Research Institute,operating
Bounce - Fixed Fare Cabs,closed
DieDe Die Development,operating
TeliApp,closed
GeoCities,operating
Rocket Network,operating
TimeBridge,closed
bop.fm,operating
Denty's,operating
Snapvine,operating
ArgonCredit,operating
